DOB,Genotype,Sex,Spore_level,Animal,TimeTillDeathDays,Censured,Infected_Uninfected,Susceptible,Infected,Exposed,Total_Offspring,Length_Day_7,Length_Day_20,Growth,Age_1st_clutch
6/12/19,A45,F,300,16,14,0,Infected,0,1,0,6,0.1248,0.15168,0.02688,9
6/12/19,A45,F,300,17,14,0,Infected,0,1,0,7,0.1248,0.15168,0.02688,9
6/12/19,A45,F,300,18,14,0,Infected,0,1,0,1,0.1344,0.15552,0.02112,
6/12/19,A45,F,300,24,14,0,Infected,0,1,0,3,0.1152,0.1632,0.048,13
6/12/19,A45,F,300,27,11,1,Infected,0,1,0,18,0.1286,-,,9
6/12/19,Midland 252,F,150,11,14,1,Infected,0,1,0,3,0.1056,-,,
6/12/19,Midland 252,F,150,12,14,1,Infected,0,1,0,4,0.1248,-,,9
6/12/19,Midland 252,F,150,17,14,1,Infected,0,1,0,4,0.121,-,,9
6/12/19,Midland 252,F,150,20,14,0,Infected,0,1,0,9,0.1248,0.1536,0.0288,9
6/12/19,Midland 252,F,150,21,14,0,Infected,0,1,0,6,0.1267,0.14592,0.0192,9
6/12/19,Midland 252,F,150,22,14,0,Infected,0,1,0,5,0.1286,0.144,0.01536,9
6/12/19,Midland 252,F,150,24,14,0,Infected,0,1,0,2,0.1037,-,,14
6/12/19,Midland 252,F,150,27,14,0,Infected,0,1,0,5,0.1286,0.14976,0.02112,8
6/12/19,Midland 252,F,150,29,14,0,Infected,0,1,0,5,0.1286,0.15552,0.02688,11
6/12/19,Midland 252,F,300,2,14,0,Infected,0,1,0,6,0.1133,0.13056,0.01728,10
6/12/19,Midland 252,F,300,6,14,0,Infected,0,1,0,1,0.0979,0.14592,0.048,17
6/12/19,Midland 252,F,300,14,14,0,Infected,0,1,0,13,0.1344,0.144,0.0096,7
6/12/19,Midland 252,F,300,17,14,0,Infected,0,1,0,4,0.0941,0.13056,0.03648,16
6/12/19,Midland 252,F,300,21,14,0,Infected,0,1,0,4,0.1152,0.14016,0.02496,8
6/12/19,Midland 252,F,300,28,14,1,Infected,0,1,0,0,0.1094,-,,
6/12/19,Midland 281,F,150,7,14,0,Infected,0,1,0,1,0.0864,0.1344,0.048,18
6/12/19,Midland 281,F,300,6,14,0,Infected,0,1,0,4,0.1344,0.1632,0.0288,10
6/12/19,Midland 281,F,300,17,14,0,Infected,0,1,0,3,0.1248,0.14784,0.02304,11
6/12/19,Standard,F,150,1,14,0,Infected,0,1,0,5,0.121,0.1536,0.03264,15
6/12/19,Standard,F,150,2,14,0,Infected,0,1,0,8,0.1286,0.15936,0.03072,12
6/12/19,Standard,F,150,3,14,0,Infected,0,1,0,6,0.1171,0.16128,0.04416,12
6/12/19,Standard,F,150,6,14,0,Infected,0,1,0,4,0.1229,0.15936,0.03648,11
6/12/19,Standard,F,150,7,14,0,Infected,0,1,0,7,0.1325,0.15552,0.02304,12
6/12/19,Standard,F,150,8,14,0,Infected,0,1,0,11,0.121,0.1536,0.03264,12
6/12/19,Standard,F,150,10,14,0,Infected,0,1,0,9,0.1267,0.1536,0.02688,11
6/12/19,Standard,F,150,12,12,1,Infected,0,1,0,3,0.1248,-,,12
6/12/19,Standard,F,150,13,14,0,Infected,0,1,0,6,0.121,0.15168,0.03072,11
6/12/19,Standard,F,150,14,14,0,Infected,0,1,0,8,0.1152,0.1536,0.0384,9
6/12/19,Standard,F,150,15,14,0,Infected,0,1,0,4,0.1248,0.15744,0.03264,13
6/12/19,Standard,F,150,16,14,0,Infected,0,1,0,10,0.1344,0.15936,0.02496,7
6/12/19,Standard,F,150,17,14,0,Infected,0,1,0,0,0.1325,0.15168,0.0192,
6/12/19,Standard,F,150,18,14,0,Infected,0,1,0,6,0.1286,0.14592,0.01728,12
6/12/19,Standard,F,150,20,14,0,Infected,0,1,0,0,0.0922,0.096,0.00384,
6/12/19,Standard,F,150,22,14,0,Infected,0,1,0,7,0.1229,0.14976,0.02688,11
6/12/19,Standard,M,150,23,,,Infected,0,1,0,0,0.1018,0.1056,,
6/12/19,Standard,F,150,25,14,0,Infected,0,1,0,4,0.1344,0.15936,0.02496,12
6/12/19,Standard,F,150,28,14,0,Infected,0,1,0,7,0.1229,0.1536,0.03072,14
6/12/19,Standard,F,150,29,14,0,Infected,0,1,0,5,0.121,0.15552,0.03456,7
6/12/19,Standard,F,150,30,14,0,Infected,0,1,0,5,0.1229,0.15168,0.0288,13
6/12/19,Standard,F,300,1,14,0,Infected,0,1,0,6,0.1248,0.14784,0.02304,7
6/12/19,Standard,F,300,2,14,0,Infected,0,1,0,7,0.1344,0.1536,0.0192,7
6/12/19,Standard,F,300,3,14,0,Infected,0,1,0,6,0.1248,0.15168,0.02688,11
6/12/19,Standard,F,300,4,14,0,Infected,0,1,0,5,0.1325,0.1536,0.02112,11
6/12/19,Standard,M,300,5,,,Infected,0,1,0,0,0.0979,-,,
6/12/19,Standard,F,300,6,14,1,Infected,0,1,0,7,0.1171,0.14208,0.02496,9
6/12/19,Standard,F,300,8,14,0,Infected,0,1,0,8,0.1306,0.1536,0.02304,12
6/12/19,Standard,M,300,9,,,Infected,0,1,0,0,0.0998,-,,
6/12/19,Standard,F,300,10,14,0,Infected,0,1,0,4,0.1114,0.14592,0.03456,12
6/12/19,Standard,F,300,11,14,0,Infected,0,1,0,3,0.1325,0.15168,0.0192,12
6/12/19,Standard,F,300,12,14,0,Infected,0,1,0,4,0.1267,0.15168,0.02496,11
6/12/19,Standard,F,300,13,14,0,Infected,0,1,0,0,0.096,0.1056,0.0096,
6/12/19,Standard,F,300,14,14,0,Infected,0,1,0,7,0.1133,0.14208,0.0288,13
6/12/19,Standard,F,300,15,14,0,Infected,0,1,0,4,0.1152,0.15168,0.03648,13
6/12/19,Standard,M,300,16,,,Infected,0,1,0,0,0.096,-,,
6/12/19,Standard,F,300,17,14,0,Infected,0,1,0,10,0.1382,0.1536,0.01536,7
6/12/19,Standard,F,300,18,,,Infected,0,1,0,3,0.1248,0.15168,0.02688,13
6/12/19,Standard,M,300,19,,,Infected,0,1,0,0,0.0998,-,,
6/12/19,Standard,F,300,20,14,0,Infected,0,1,0,6,0.1344,0.1536,0.0192,11
6/12/19,Standard,F,300,22,14,0,Infected,0,1,0,9,0.1152,0.1536,0.0384,
6/12/19,Standard,F,300,24,14,0,Infected,0,1,0,4,0.1171,0.1632,0.04608,19
6/12/19,Standard,F,300,27,14,0,Infected,0,1,0,5,0.1229,0.15552,0.03264,15
6/12/19,Standard,M,300,29,,,Infected,0,1,0,0,0.0979,-,,
6/12/19,Standard,M,300,7,,,,,,,,0.096,-,,
6/12/19,Standard,F,300,21,,,,,,,0,0.1094,-,,
6/12/19,Standard,F,300,23,,,,,,,0,0.1248,-,,
